"source","target","type"
"1688693","9018","IS_A_CONTRAINDICATION_FOR"
"1688693","6700","IS_A_CONTRAINDICATION_FOR"
"1688693","8180","IS_A_CONTRAINDICATION_FOR"
"1688693","976","IS_A_CONTRAINDICATION_FOR"
"1688693","9259","IS_A_CONTRAINDICATION_FOR"
"1688693","10552","IS_A_CONTRAINDICATION_FOR"
"1688693","1694923","IS_A_CONTRAINDICATION_FOR"
"1688693","2863","IS_A_CONTRAINDICATION_FOR"
"1688693","2868","IS_A_CONTRAINDICATION_FOR"
"1688693","1516","IS_A_CONTRAINDICATION_FOR"
"1688693","2877","IS_A_CONTRAINDICATION_FOR"
"1688693","1517","IS_A_CONTRAINDICATION_FOR"
"1688693","1694924","IS_A_CONTRAINDICATION_FOR"
"1688693","1519","IS_A_CONTRAINDICATION_FOR"
"1688693","2879","IS_A_CONTRAINDICATION_FOR"
"1688693","2862","IS_A_CONTRAINDICATION_FOR"
"1688693","2869","IS_A_CONTRAINDICATION_FOR"
"1688693","2871","IS_A_CONTRAINDICATION_FOR"
"1688693","1518","IS_A_CONTRAINDICATION_FOR"
"1688693","1694925","IS_A_CONTRAINDICATION_FOR"
"1688693","2859","IS_A_CONTRAINDICATION_FOR"
"1688693","2870","IS_A_CONTRAINDICATION_FOR"
"1688693","2874","IS_A_CONTRAINDICATION_FOR"
"1688693","2856","IS_A_CONTRAINDICATION_FOR"
"1688693","2857","IS_A_CONTRAINDICATION_FOR"
"1688693","2858","IS_A_CONTRAINDICATION_FOR"
"1688693","2872","IS_A_CONTRAINDICATION_FOR"
"1688693","2865","IS_A_CONTRAINDICATION_FOR"
"1688693","2864","IS_A_CONTRAINDICATION_FOR"
"1688693","2861","IS_A_CONTRAINDICATION_FOR"
"1688693","2875","IS_A_CONTRAINDICATION_FOR"
"1688693","2867","IS_A_CONTRAINDICATION_FOR"
"1688693","2878","IS_A_CONTRAINDICATION_FOR"
"1688693","2866","IS_A_CONTRAINDICATION_FOR"
"1688693","1694926","IS_A_CONTRAINDICATION_FOR"
"1688693","1694927","IS_A_CONTRAINDICATION_FOR"
"1688693","1694928","IS_A_CONTRAINDICATION_FOR"
"1688693","1694929","IS_A_CONTRAINDICATION_FOR"
"1688693","1694930","IS_A_CONTRAINDICATION_FOR"
"1688693","2855","IS_A_CONTRAINDICATION_FOR"
"1688693","1694931","IS_A_CONTRAINDICATION_FOR"
"1688693","7923","IS_A_CONTRAINDICATION_FOR"
"1688693","1694932","IS_A_CONTRAINDICATION_FOR"
"1688693","1694933","IS_A_CONTRAINDICATION_FOR"
"1688693","10556","IS_A_CONTRAINDICATION_FOR"
"1688693","1694989","IS_AN_INDICATION_FOR"
"1688693","10531","IS_AN_INDICATION_FOR"
"1688818","1695381","IS_AN_INDICATION_FOR"
"1688818","5606","IS_AN_INDICATION_FOR"
"1688818","1695380","IS_AN_INDICATION_FOR"
"1687029","6849","AN_OFF_LABEL_USE_FOR"
"1687029","6388","IS_AN_INDICATION_FOR"
"1687029","1695496","IS_AN_INDICATION_FOR"
"1687029","474","IS_AN_INDICATION_FOR"
"1687029","5495","IS_A_CONTRAINDICATION_FOR"
"1687029","1694883","IS_A_CONTRAINDICATION_FOR"
"1687957","1695503","IS_AN_INDICATION_FOR"
"1687957","1695502","IS_AN_INDICATION_FOR"
"1687957","1695173","AN_OFF_LABEL_USE_FOR"
"1691721","9210","IS_AN_INDICATION_FOR"
"1691721","10585","IS_AN_INDICATION_FOR"
"1689778","1694883","IS_A_CONTRAINDICATION_FOR"
"1689778","1695786","IS_A_CONTRAINDICATION_FOR"
"1689778","7468","IS_A_CONTRAINDICATION_FOR"
"1689778","1695595","IS_A_CONTRAINDICATION_FOR"
"1689778","5495","IS_A_CONTRAINDICATION_FOR"
"1689778","7034","IS_A_CONTRAINDICATION_FOR"
"1689778","7756","IS_A_CONTRAINDICATION_FOR"
"1689778","1694916","IS_A_CONTRAINDICATION_FOR"
"1689778","6922","IS_A_CONTRAINDICATION_FOR"
"1689778","7308","IS_A_CONTRAINDICATION_FOR"
"1689778","5702","IS_A_CONTRAINDICATION_FOR"
"1689778","1694964","IS_A_CONTRAINDICATION_FOR"
"1689778","8918","IS_A_CONTRAINDICATION_FOR"
"1689778","5927","IS_A_CONTRAINDICATION_FOR"
"1689778","484","IS_A_CONTRAINDICATION_FOR"
"1689778","1695018","IS_A_CONTRAINDICATION_FOR"
"1689778","7813","IS_A_CONTRAINDICATION_FOR"
"1689778","1695066","IS_A_CONTRAINDICATION_FOR"
"1689778","1695067","IS_A_CONTRAINDICATION_FOR"
"1689778","1695068","IS_A_CONTRAINDICATION_FOR"
"1689778","7880","IS_A_CONTRAINDICATION_FOR"
"1689778","1695071","IS_A_CONTRAINDICATION_FOR"
"1689778","5895","IS_A_CONTRAINDICATION_FOR"
"1689778","9203","IS_A_CONTRAINDICATION_FOR"
"1689778","10554","IS_A_CONTRAINDICATION_FOR"
"1689778","1695073","IS_A_CONTRAINDICATION_FOR"
"1689778","1695074","IS_A_CONTRAINDICATION_FOR"
"1689778","1695092","IS_A_CONTRAINDICATION_FOR"
"1689778","5296","IS_A_CONTRAINDICATION_FOR"
"1689778","10323","IS_A_CONTRAINDICATION_FOR"
"1689778","9326","IS_A_CONTRAINDICATION_FOR"
"1689778","1695176","IS_A_CONTRAINDICATION_FOR"
"1689778","10047","IS_A_CONTRAINDICATION_FOR"
"1689778","1695178","IS_A_CONTRAINDICATION_FOR"
"1689778","10046","IS_A_CONTRAINDICATION_FOR"
"1689778","7591","IS_A_CONTRAINDICATION_FOR"
"1689778","7586","IS_A_CONTRAINDICATION_FOR"
"1689778","10779","IS_A_CONTRAINDICATION_FOR"
"1689778","10778","IS_A_CONTRAINDICATION_FOR"
"1689778","1695287","IS_A_CONTRAINDICATION_FOR"
"1689778","1695288","IS_A_CONTRAINDICATION_FOR"
"1689778","10466","IS_A_CONTRAINDICATION_FOR"
"1689778","445","IS_A_CONTRAINDICATION_FOR"
"1689778","6234","IS_A_CONTRAINDICATION_FOR"
"1689778","1695404","IS_A_CONTRAINDICATION_FOR"
"1689778","5417","IS_A_CONTRAINDICATION_FOR"
"1689778","1695451","IS_AN_INDICATION_FOR"
"1689778","10403","IS_AN_INDICATION_FOR"
"1689778","1695535","IS_AN_INDICATION_FOR"
"1689778","929","IS_AN_INDICATION_FOR"
"1689778","1695534","IS_AN_INDICATION_FOR"
"1689778","7754","IS_AN_INDICATION_FOR"
"1689778","1695450","IS_AN_INDICATION_FOR"
"1689778","1694912","AN_OFF_LABEL_USE_FOR"
"1689778","8665","AN_OFF_LABEL_USE_FOR"
"1689778","5973","AN_OFF_LABEL_USE_FOR"
"1693087","6683","IS_AN_INDICATION_FOR"
"1688505","5356","IS_A_CONTRAINDICATION_FOR"
"1688505","1695476","AN_OFF_LABEL_USE_FOR"
"1688505","10545","AN_OFF_LABEL_USE_FOR"
"1688505","1875","IS_A_CONTRAINDICATION_FOR"
"1688505","1695264","AN_OFF_LABEL_USE_FOR"
"1688505","1695263","AN_OFF_LABEL_USE_FOR"
"1688505","1695262","AN_OFF_LABEL_USE_FOR"
"1688505","7310","AN_OFF_LABEL_USE_FOR"
"1688505","7304","AN_OFF_LABEL_USE_FOR"
"1688505","1695236","AN_OFF_LABEL_USE_FOR"
"1688505","1695188","AN_OFF_LABEL_USE_FOR"
"1688505","8319","AN_OFF_LABEL_USE_FOR"
"1688505","7283","AN_OFF_LABEL_USE_FOR"
"1688505","1695187","AN_OFF_LABEL_USE_FOR"
"1688505","10506","IS_A_CONTRAINDICATION_FOR"
"1688505","2029","IS_A_CONTRAINDICATION_FOR"
"1688720","1694901","IS_AN_INDICATION_FOR"
"1688720","7615","IS_AN_INDICATION_FOR"
"1688069","7034","IS_A_CONTRAINDICATION_FOR"
"1688069","8180","IS_A_CONTRAINDICATION_FOR"
"1688069","976","IS_A_CONTRAINDICATION_FOR"
"1688069","1695014","IS_A_CONTRAINDICATION_FOR"
"1688069","5732","IS_A_CONTRAINDICATION_FOR"
"1688069","1695034","IS_A_CONTRAINDICATION_FOR"
"1688069","1695066","IS_A_CONTRAINDICATION_FOR"
"1688069","1695067","IS_A_CONTRAINDICATION_FOR"
"1688069","1695068","IS_A_CONTRAINDICATION_FOR"
"1688069","7880","IS_A_CONTRAINDICATION_FOR"
"1688069","1695071","IS_A_CONTRAINDICATION_FOR"
"1688069","5895","IS_A_CONTRAINDICATION_FOR"
"1688069","9203","IS_A_CONTRAINDICATION_FOR"
"1688069","10554","IS_A_CONTRAINDICATION_FOR"
"1688069","7591","IS_A_CONTRAINDICATION_FOR"
"1688069","7586","IS_A_CONTRAINDICATION_FOR"
"1688069","1694912","IS_AN_INDICATION_FOR"
"1688069","1695109","IS_AN_INDICATION_FOR"
"1688069","6924","IS_AN_INDICATION_FOR"
"1688069","6833","IS_AN_INDICATION_FOR"
"1688069","7756","AN_OFF_LABEL_USE_FOR"
"1688069","1694913","AN_OFF_LABEL_USE_FOR"
"1688123","1695009","IS_AN_INDICATION_FOR"
"1688028","1695458","IS_A_CONTRAINDICATION_FOR"
"1688028","1695359","IS_A_CONTRAINDICATION_FOR"
"1688028","10652","IS_A_CONTRAINDICATION_FOR"
"1688028","561","IS_A_CONTRAINDICATION_FOR"
"1688028","560","IS_A_CONTRAINDICATION_FOR"
"1688028","8341","IS_A_CONTRAINDICATION_FOR"
"1688028","1695105","IS_A_CONTRAINDICATION_FOR"
"1688028","1695104","IS_A_CONTRAINDICATION_FOR"
"1688028","8326","IS_A_CONTRAINDICATION_FOR"
"1688028","10506","IS_AN_INDICATION_FOR"
"1688028","7038","IS_A_CONTRAINDICATION_FOR"
"1688028","1694989","IS_A_CONTRAINDICATION_FOR"
"1688028","10557","IS_A_CONTRAINDICATION_FOR"
"1688028","10534","IS_A_CONTRAINDICATION_FOR"
"1688028","7500","IS_A_CONTRAINDICATION_FOR"
"1688028","5446","IS_AN_INDICATION_FOR"
"1688028","9259","IS_A_CONTRAINDICATION_FOR"
"1688028","9322","IS_A_CONTRAINDICATION_FOR"
"1688028","1694902","IS_A_CONTRAINDICATION_FOR"
"1688028","5495","IS_AN_INDICATION_FOR"
"1688028","1694883","IS_AN_INDICATION_FOR"
"1693108","1695344","IS_AN_INDICATION_FOR"
"1693108","1695343","IS_AN_INDICATION_FOR"
"1693108","1695342","IS_AN_INDICATION_FOR"
"1693108","1695341","IS_AN_INDICATION_FOR"
"1693108","1695340","IS_AN_INDICATION_FOR"
"1693108","1695339","IS_AN_INDICATION_FOR"
"1693108","1695338","IS_AN_INDICATION_FOR"
"1693108","1695337","IS_AN_INDICATION_FOR"
"1693108","1695336","IS_AN_INDICATION_FOR"
"1693108","1695335","IS_AN_INDICATION_FOR"
"1693108","1695334","IS_AN_INDICATION_FOR"
"1693108","1695333","IS_AN_INDICATION_FOR"
"1693108","1695233","IS_AN_INDICATION_FOR"
"1693108","1695232","IS_AN_INDICATION_FOR"
"1693108","1695231","IS_AN_INDICATION_FOR"
"1693108","6795","IS_AN_INDICATION_FOR"
"1691339","2803","IS_AN_INDICATION_FOR"
"1691339","1695278","IS_AN_INDICATION_FOR"
"1691339","7564","IS_AN_INDICATION_FOR"
"1691339","1695277","IS_AN_INDICATION_FOR"
"1691339","247","IS_AN_INDICATION_FOR"
"1691339","1695276","IS_AN_INDICATION_FOR"
"1691339","1695275","IS_AN_INDICATION_FOR"
"1691339","1695274","IS_AN_INDICATION_FOR"
"1691339","6320","IS_AN_INDICATION_FOR"
"1687831","1695037","IS_AN_INDICATION_FOR"
"1687831","1695036","IS_AN_INDICATION_FOR"
"1688392","5356","IS_AN_INDICATION_FOR"
"1687142","8030","IS_AN_INDICATION_FOR"
"1687142","10182","IS_AN_INDICATION_FOR"
"1687142","1695329","IS_AN_INDICATION_FOR"
"1687142","9854","IS_A_CONTRAINDICATION_FOR"
"1687142","10554","IS_A_CONTRAINDICATION_FOR"
"1687142","9203","IS_A_CONTRAINDICATION_FOR"
"1687142","5895","IS_A_CONTRAINDICATION_FOR"
"1687142","1695071","IS_A_CONTRAINDICATION_FOR"
"1687142","1695034","IS_A_CONTRAINDICATION_FOR"
"1687142","5732","IS_A_CONTRAINDICATION_FOR"
"1687142","6104","IS_A_CONTRAINDICATION_FOR"
"1687142","1695018","IS_A_CONTRAINDICATION_FOR"
"1687142","484","IS_A_CONTRAINDICATION_FOR"
"1687142","9725","IS_AN_INDICATION_FOR"
"1687142","9859","IS_A_CONTRAINDICATION_FOR"
"1687142","976","IS_A_CONTRAINDICATION_FOR"
"1687142","8180","IS_A_CONTRAINDICATION_FOR"
"1687142","6700","IS_A_CONTRAINDICATION_FOR"
"1687142","9018","IS_A_CONTRAINDICATION_FOR"
"1687142","5495","IS_A_CONTRAINDICATION_FOR"
"1687142","1694883","IS_A_CONTRAINDICATION_FOR"
"1690826","10531","IS_AN_INDICATION_FOR"
"1690826","1694989","IS_AN_INDICATION_FOR"
"1687768","5016","IS_A_CONTRAINDICATION_FOR"
"1687768","1695713","IS_A_CONTRAINDICATION_FOR"
"1687768","1695712","IS_A_CONTRAINDICATION_FOR"
"1687768","1695481","IS_A_CONTRAINDICATION_FOR"
"1687768","1695330","IS_A_CONTRAINDICATION_FOR"
"1687768","10273","IS_A_CONTRAINDICATION_FOR"
"1687768","345","IS_A_CONTRAINDICATION_FOR"
"1687768","1695229","IS_A_CONTRAINDICATION_FOR"
"1687768","1695228","IS_A_CONTRAINDICATION_FOR"
"1687768","1695227","IS_A_CONTRAINDICATION_FOR"
"1687768","1695226","IS_A_CONTRAINDICATION_FOR"
"1687768","1695225","IS_A_CONTRAINDICATION_FOR"
"1687768","1695224","IS_A_CONTRAINDICATION_FOR"
"1687768","1695223","IS_A_CONTRAINDICATION_FOR"
"1687768","1695222","IS_A_CONTRAINDICATION_FOR"
"1687768","5014","IS_A_CONTRAINDICATION_FOR"
"1687768","7502","IS_A_CONTRAINDICATION_FOR"
"1687768","1694896","IS_A_CONTRAINDICATION_FOR"
"1687768","1694898","IS_A_CONTRAINDICATION_FOR"
"1687768","9018","IS_A_CONTRAINDICATION_FOR"
"1687768","6700","IS_A_CONTRAINDICATION_FOR"
"1687768","8180","IS_A_CONTRAINDICATION_FOR"
"1687768","976","IS_A_CONTRAINDICATION_FOR"
"1687768","6922","IS_A_CONTRAINDICATION_FOR"
"1687768","1694962","IS_A_CONTRAINDICATION_FOR"
"1687768","1694963","IS_A_CONTRAINDICATION_FOR"
"1687768","1694969","IS_A_CONTRAINDICATION_FOR"
"1687768","6025","IS_A_CONTRAINDICATION_FOR"
"1687768","6249","IS_A_CONTRAINDICATION_FOR"
"1687768","1695014","IS_A_CONTRAINDICATION_FOR"
"1687768","5732","IS_A_CONTRAINDICATION_FOR"
"1687768","1695034","IS_A_CONTRAINDICATION_FOR"
"1687768","900","IS_A_CONTRAINDICATION_FOR"
"1687768","10317","IS_A_CONTRAINDICATION_FOR"
"1687768","8326","IS_A_CONTRAINDICATION_FOR"
"1687768","1695104","IS_A_CONTRAINDICATION_FOR"
"1687768","1695105","IS_A_CONTRAINDICATION_FOR"
"1687768","8341","IS_A_CONTRAINDICATION_FOR"
"1687768","1695124","IS_A_CONTRAINDICATION_FOR"
"1687768","560","IS_A_CONTRAINDICATION_FOR"
"1687768","561","IS_A_CONTRAINDICATION_FOR"
"1687768","8868","IS_A_CONTRAINDICATION_FOR"
"1688411","7231","IS_AN_INDICATION_FOR"
"1693413","7546","IS_AN_INDICATION_FOR"
"1688240","1695960","IS_A_CONTRAINDICATION_FOR"
"1688240","1695196","IS_A_CONTRAINDICATION_FOR"
"1688240","7006","IS_A_CONTRAINDICATION_FOR"
"1688240","1695167","IS_A_CONTRAINDICATION_FOR"
"1688240","1695084","IS_A_CONTRAINDICATION_FOR"
"1688240","7301","IS_A_CONTRAINDICATION_FOR"
"1688240","8061","IS_A_CONTRAINDICATION_FOR"
"1688240","907","IS_A_CONTRAINDICATION_FOR"
"1688240","3790","IS_A_CONTRAINDICATION_FOR"
"1688240","1694947","IS_A_CONTRAINDICATION_FOR"
"1688240","976","IS_A_CONTRAINDICATION_FOR"
"1688240","8180","IS_A_CONTRAINDICATION_FOR"
"1688240","1694899","IS_A_CONTRAINDICATION_FOR"
"1689513","10554","IS_AN_INDICATION_FOR"
"1689513","9203","IS_AN_INDICATION_FOR"
"1689513","5895","IS_AN_INDICATION_FOR"
"1689513","1695071","IS_AN_INDICATION_FOR"
"1693501","1695358","IS_AN_INDICATION_FOR"
"1666115","1694938","IS_A_CONTRAINDICATION_FOR"
"1666115","6166","IS_A_CONTRAINDICATION_FOR"
"1666115","6171","IS_A_CONTRAINDICATION_FOR"
"1666115","6177","IS_A_CONTRAINDICATION_FOR"
"1666115","7443","IS_A_CONTRAINDICATION_FOR"
"1666115","8862","IS_A_CONTRAINDICATION_FOR"
"1666115","10552","IS_A_CONTRAINDICATION_FOR"
"1666115","1694923","IS_A_CONTRAINDICATION_FOR"
"1666115","2863","IS_A_CONTRAINDICATION_FOR"
"1666115","2868","IS_A_CONTRAINDICATION_FOR"
"1666115","1516","IS_A_CONTRAINDICATION_FOR"
"1666115","2877","IS_A_CONTRAINDICATION_FOR"
"1666115","1517","IS_A_CONTRAINDICATION_FOR"
"1666115","1694924","IS_A_CONTRAINDICATION_FOR"
"1666115","1519","IS_A_CONTRAINDICATION_FOR"
"1666115","2879","IS_A_CONTRAINDICATION_FOR"
"1666115","2862","IS_A_CONTRAINDICATION_FOR"
"1666115","2869","IS_A_CONTRAINDICATION_FOR"
"1666115","2871","IS_A_CONTRAINDICATION_FOR"
"1666115","1518","IS_A_CONTRAINDICATION_FOR"
"1666115","1694925","IS_A_CONTRAINDICATION_FOR"
"1666115","2859","IS_A_CONTRAINDICATION_FOR"
"1666115","2870","IS_A_CONTRAINDICATION_FOR"
"1666115","2874","IS_A_CONTRAINDICATION_FOR"
"1666115","2856","IS_A_CONTRAINDICATION_FOR"
"1666115","2857","IS_A_CONTRAINDICATION_FOR"
"1666115","2858","IS_A_CONTRAINDICATION_FOR"
"1666115","2872","IS_A_CONTRAINDICATION_FOR"
"1666115","2865","IS_A_CONTRAINDICATION_FOR"
"1666115","2864","IS_A_CONTRAINDICATION_FOR"
"1666115","2861","IS_A_CONTRAINDICATION_FOR"
"1666115","2875","IS_A_CONTRAINDICATION_FOR"
"1666115","2867","IS_A_CONTRAINDICATION_FOR"
"1666115","2878","IS_A_CONTRAINDICATION_FOR"
"1666115","2866","IS_A_CONTRAINDICATION_FOR"
"1666115","1694926","IS_A_CONTRAINDICATION_FOR"
"1666115","1694927","IS_A_CONTRAINDICATION_FOR"
"1666115","1694928","IS_A_CONTRAINDICATION_FOR"
"1666115","1694929","IS_A_CONTRAINDICATION_FOR"
"1666115","1694930","IS_A_CONTRAINDICATION_FOR"
"1666115","2855","IS_A_CONTRAINDICATION_FOR"
"1666115","1694931","IS_A_CONTRAINDICATION_FOR"
"1666115","7923","IS_A_CONTRAINDICATION_FOR"
"1666115","1694932","IS_A_CONTRAINDICATION_FOR"
"1666115","1694933","IS_A_CONTRAINDICATION_FOR"
"1666115","10556","IS_A_CONTRAINDICATION_FOR"
"1666115","1694934","IS_A_CONTRAINDICATION_FOR"
"1666115","1694935","IS_A_CONTRAINDICATION_FOR"
"1666115","10578","IS_A_CONTRAINDICATION_FOR"
"1666115","1694936","IS_A_CONTRAINDICATION_FOR"
"1666115","1694937","IS_A_CONTRAINDICATION_FOR"
"1666115","9464","IS_AN_INDICATION_FOR"
"1666115","10364","IS_AN_INDICATION_FOR"
"1666115","1695430","IS_AN_INDICATION_FOR"
"1666115","1695429","IS_AN_INDICATION_FOR"
"1666115","10276","IS_AN_INDICATION_FOR"
"1666115","7753","IS_AN_INDICATION_FOR"
"1666115","1695428","IS_AN_INDICATION_FOR"
"1666115","8022","IS_AN_INDICATION_FOR"
"1666115","1695096","IS_AN_INDICATION_FOR"
"1666115","10393","IS_AN_INDICATION_FOR"
"1666115","1694974","IS_AN_INDICATION_FOR"
"1666115","8348","IS_AN_INDICATION_FOR"
"1666115","7471","IS_AN_INDICATION_FOR"
"1666115","1694960","IS_AN_INDICATION_FOR"
"1666115","1694959","IS_AN_INDICATION_FOR"
"1666115","1694922","IS_AN_INDICATION_FOR"
"1693171","5464","IS_AN_INDICATION_FOR"
"1693171","8979","IS_AN_INDICATION_FOR"
"1693171","7130","IS_AN_INDICATION_FOR"
"1693171","1695271","IS_AN_INDICATION_FOR"
"1693171","1695258","IS_AN_INDICATION_FOR"
"1693171","5365","IS_AN_INDICATION_FOR"
"1693171","1695085","IS_AN_INDICATION_FOR"
"1693171","5362","IS_AN_INDICATION_FOR"
"1693171","1695007","IS_AN_INDICATION_FOR"
"1693171","9322","IS_AN_INDICATION_FOR"
"1687258","8843","IS_A_CONTRAINDICATION_FOR"
"1687258","1695610","IS_A_CONTRAINDICATION_FOR"
"1687258","1695581","IS_AN_INDICATION_FOR"
"1687258","5200","IS_AN_INDICATION_FOR"
"1687258","9875","IS_AN_INDICATION_FOR"
"1687258","1695469","IS_AN_INDICATION_FOR"
"1687258","1695468","IS_AN_INDICATION_FOR"
"1687258","1695392","IS_AN_INDICATION_FOR"
"1687258","1695390","AN_OFF_LABEL_USE_FOR"
"1687258","8030","AN_OFF_LABEL_USE_FOR"
"1687258","1695271","IS_AN_INDICATION_FOR"
"1687258","1695260","IS_AN_INDICATION_FOR"
"1687258","1695259","IS_AN_INDICATION_FOR"
"1687258","1695202","IS_A_CONTRAINDICATION_FOR"
"1687258","1695201","IS_A_CONTRAINDICATION_FOR"
"1687258","9185","IS_A_CONTRAINDICATION_FOR"
"1687258","10340","IS_AN_INDICATION_FOR"
"1687258","1695085","IS_AN_INDICATION_FOR"
"1687258","10317","IS_A_CONTRAINDICATION_FOR"
"1687258","900","IS_A_CONTRAINDICATION_FOR"
"1687258","976","IS_A_CONTRAINDICATION_FOR"
"1687258","8180","IS_A_CONTRAINDICATION_FOR"
"1687258","6700","IS_A_CONTRAINDICATION_FOR"
"1687258","9018","IS_A_CONTRAINDICATION_FOR"
"1689636","1695518","IS_A_CONTRAINDICATION_FOR"
"1689636","1695517","IS_A_CONTRAINDICATION_FOR"
"1689636","10505","IS_A_CONTRAINDICATION_FOR"
"1693452","1695097","IS_AN_INDICATION_FOR"
"1693452","10462","IS_AN_INDICATION_FOR"
"1688740","7943","IS_A_CONTRAINDICATION_FOR"
"1688740","2405","IS_A_CONTRAINDICATION_FOR"
"1688740","10566","IS_A_CONTRAINDICATION_FOR"
"1688740","1695041","IS_A_CONTRAINDICATION_FOR"
"1688740","1695040","IS_A_CONTRAINDICATION_FOR"
"1688740","1695005","IS_AN_INDICATION_FOR"
"1688740","6700","IS_A_CONTRAINDICATION_FOR"
"1688740","9018","IS_A_CONTRAINDICATION_FOR"
"1687330","9725","IS_AN_INDICATION_FOR"
"1687522","1695781","IS_A_CONTRAINDICATION_FOR"
"1687522","10788","IS_A_CONTRAINDICATION_FOR"
"1687522","1695409","IS_A_CONTRAINDICATION_FOR"
"1687522","8526","IS_AN_INDICATION_FOR"
"1687522","8393","IS_AN_INDICATION_FOR"
"1687522","10557","IS_AN_INDICATION_FOR"
"1687522","10534","IS_AN_INDICATION_FOR"
"1687522","5973","IS_A_CONTRAINDICATION_FOR"
"1687522","8665","IS_A_CONTRAINDICATION_FOR"
"1687522","1694912","IS_A_CONTRAINDICATION_FOR"
"1688445","1695085","IS_AN_INDICATION_FOR"
"1688445","10317","IS_A_CONTRAINDICATION_FOR"
"1688445","900","IS_A_CONTRAINDICATION_FOR"
"1688445","7447","IS_A_CONTRAINDICATION_FOR"
"1688445","1695077","IS_A_CONTRAINDICATION_FOR"
"1688445","1695076","IS_A_CONTRAINDICATION_FOR"
"1688445","976","IS_A_CONTRAINDICATION_FOR"
"1688445","8180","IS_A_CONTRAINDICATION_FOR"
"1687293","1695393","IS_AN_INDICATION_FOR"
"1687926","2865","IS_A_CONTRAINDICATION_FOR"
"1687926","6530","IS_A_CONTRAINDICATION_FOR"
"1687926","1695656","IS_A_CONTRAINDICATION_FOR"
"1687926","6577","IS_A_CONTRAINDICATION_FOR"
"1687926","6413","IS_A_CONTRAINDICATION_FOR"
"1687926","8092","IS_A_CONTRAINDICATION_FOR"
"1687926","1875","IS_A_CONTRAINDICATION_FOR"
"1687926","1695475","IS_A_CONTRAINDICATION_FOR"
"1687926","1695474","IS_A_CONTRAINDICATION_FOR"
"1687926","5348","IS_A_CONTRAINDICATION_FOR"
"1687926","10526","IS_A_CONTRAINDICATION_FOR"
"1687926","1695348","IS_A_CONTRAINDICATION_FOR"
"1687926","1695331","IS_A_CONTRAINDICATION_FOR"
"1687926","1695319","IS_A_CONTRAINDICATION_FOR"
"1687926","1695318","IS_A_CONTRAINDICATION_FOR"
"1687926","1695317","IS_A_CONTRAINDICATION_FOR"
"1687926","1695257","IS_A_CONTRAINDICATION_FOR"
"1687926","1695200","IS_A_CONTRAINDICATION_FOR"
"1687926","1695190","IS_A_CONTRAINDICATION_FOR"
"1687926","1695189","IS_A_CONTRAINDICATION_FOR"
"1687926","1695186","IS_A_CONTRAINDICATION_FOR"
"1687926","1695185","IS_A_CONTRAINDICATION_FOR"
"1687926","7817","IS_A_CONTRAINDICATION_FOR"
"1687926","6166","IS_A_CONTRAINDICATION_FOR"
"1687926","6171","IS_A_CONTRAINDICATION_FOR"
"1687926","6177","IS_A_CONTRAINDICATION_FOR"
"1687926","7443","IS_A_CONTRAINDICATION_FOR"
"1687926","6601","IS_A_CONTRAINDICATION_FOR"
"1687926","1695183","IS_A_CONTRAINDICATION_FOR"
"1687926","10256","IS_A_CONTRAINDICATION_FOR"
"1687926","10046","IS_A_CONTRAINDICATION_FOR"
"1687926","1695178","IS_A_CONTRAINDICATION_FOR"
"1687926","10047","IS_A_CONTRAINDICATION_FOR"
"1687926","1695176","IS_A_CONTRAINDICATION_FOR"
"1687926","8341","IS_A_CONTRAINDICATION_FOR"
"1687926","1695105","IS_A_CONTRAINDICATION_FOR"
"1687926","1695104","IS_A_CONTRAINDICATION_FOR"
"1687926","8326","IS_A_CONTRAINDICATION_FOR"
"1687926","5626","IS_A_CONTRAINDICATION_FOR"
"1687926","7437","IS_A_CONTRAINDICATION_FOR"
"1687926","10506","IS_A_CONTRAINDICATION_FOR"
"1687926","7038","IS_A_CONTRAINDICATION_FOR"
"1687926","1694989","IS_A_CONTRAINDICATION_FOR"
"1687926","1694983","IS_A_CONTRAINDICATION_FOR"
"1687926","1694982","IS_A_CONTRAINDICATION_FOR"
"1687926","1694969","IS_A_CONTRAINDICATION_FOR"
"1687926","5301","IS_A_CONTRAINDICATION_FOR"
"1687926","1694965","IS_A_CONTRAINDICATION_FOR"
"1687926","1888","IS_A_CONTRAINDICATION_FOR"
"1687926","8243","IS_A_CONTRAINDICATION_FOR"
"1687926","10381","IS_A_CONTRAINDICATION_FOR"
"1687926","6906","IS_A_CONTRAINDICATION_FOR"
"1687926","8918","IS_A_CONTRAINDICATION_FOR"
"1687926","1694964","IS_A_CONTRAINDICATION_FOR"
"1687926","5702","IS_A_CONTRAINDICATION_FOR"
"1687926","7308","IS_A_CONTRAINDICATION_FOR"
"1687926","1694961","IS_A_CONTRAINDICATION_FOR"
"1687926","5754","IS_A_CONTRAINDICATION_FOR"
"1687926","1694957","IS_A_CONTRAINDICATION_FOR"
"1687926","1694956","IS_A_CONTRAINDICATION_FOR"
"1687926","5446","IS_A_CONTRAINDICATION_FOR"
"1687926","9859","IS_A_CONTRAINDICATION_FOR"
"1687926","208","IS_A_CONTRAINDICATION_FOR"
"1687926","5808","IS_A_CONTRAINDICATION_FOR"
"1687926","6813","IS_A_CONTRAINDICATION_FOR"
"1687926","8862","IS_A_CONTRAINDICATION_FOR"
